1526284499.233,1526284795.166,157.240.11.35,41.75.41.200,443,55915,6,1,24,62,6537,1419,1441,32934,65535,
1526284499.246,1526284794.645,74.125.197.189,0.220.95.1,443,47573,17,1,0,49,4039,1419,1441,15169,65535,
1526284499.251,1526284799.522,17.249.44.26,0.220.95.11,5223,34079,6,1,24,1027,134106,1419,1441,714,65535,
1526284499.268,1526284799.720,173.194.202.127,0.220.15.197,19302,61021,17,1,0,31,1860,1419,1441,15169,65000,
1526284499.280,1526284798.826,76.103.6.2,41.75.63.186,62203,9307,17,33,0,693,180695,19,1441,7922,65535,
1526284499.342,1526284798.060,41.75.24.143,23.246.6.199,55934,443,6,2,24,9365,462512,1441,1419,65535,2906,
1526284499.437,1526284781.998,0.220.168.78,104.154.127.105,58644,80,6,2,24,68,11092,1441,19,65535,15169,
1526284499.535,1526284797.486,203.205.146.24,0.220.95.0,32108,9807,6,1,24,103,11316,1419,1441,132203,65535,
1526284499.738,1526284799.732,52.37.187.117,0.220.50.92,443,55683,6,1,24,31,3561,19,1441,16509,65535,
1526284499.759,1526284799.785,41.75.63.186,24.21.6.142,9305,9305,17,2,0,48,12000,1441,1419,65535,7922,
