1526284505.207,1526284805.935,203.205.148.219,41.75.35.157,8080,41319,17,33,0,11272,1579021,19,1441,132203,65535,
1526284505.212,1526284805.967,41.75.35.157,203.205.148.219,41319,8080,17,2,0,12322,1603760,1441,1419,65535,132203,
1526284505.215,1526284790.442,0.220.5.50,13.107.6.168,56607,443,6,2,24,92,7074,1441,1420,65535,8068,
1526284505.233,1526284805.960,0.220.236.204,72.36.126.8,60412,179,6,2,24,246,12925,1441,1420,65535,40387,
1526284505.274,1526284775.457,0.220.95.11,104.16.47.55,13575,443,6,2,24,469,24026,1441,19,65535,13335,
1526284505.540,1526284805.558,180.76.21.14,184.171.106.7,0,8.0,1,96,0,61,2928,1419,1441,38365,65000,
1526284505.760,1526284798.490,23.246.6.194,41.75.41.75,443,59063,6,1,24,34967,52321526,1419,1441,2906,65535,
1526284505.866,1526284805.844,119.18.185.44,0.220.236.142,179,58592,6,193,24,1001,187411,1420,1441,38726,65535,
1526284505.928,1526284796.632,208.85.40.50,0.220.160.97,443,52544,6,1,24,47,4355,1419,1441,40428,65535,
1526284506.104,1526284806.301,2607:f8b0:400e:c02::bd,fff9:3514:43e0:3f9b:7173:8590:45c3:b445,443,62724,17,1,0,27,2459,1419,1441,0,65000,
1526284506.127,1526284801.074,130.158.6.75,0.220.95.1,5004,1195,17,1,0,22,1188,1420,1441,37917,65535,
1526284506.208,1526284798.611,41.75.41.75,23.246.6.194,59063,443,6,2,24,13900,607495,1441,1419,65535,2906,
1526284506.209,1526284806.825,0.220.236.193,154.11.12.212,45977,179,6,2,24,342,20672,1441,1419,65535,852,
1526284506.217,1526284806.250,0.220.92.213,23.36.178.74,60220,80,6,2,24,97,8119,1441,19,65535,16625,
1526284506.283,1526284776.123,0.220.198.238,192.33.90.67,4150,51573,6,2,24,19,1764,1441,1420,65000,559,
1526284506.401,1526284799.697,40.90.10.180,41.75.38.43,443,55342,6,1,24,31,6435,1419,1441,8075,65535,
1526284506.448,1526284800.464,0.220.240.236,208.85.40.50,64392,443,6,2,24,21,11333,1441,1419,65000,40428,
1526284506.513,1526284802.924,205.132.171.4,0.220.162.103,0,0,50,1,0,69,8496,1419,1441,46318,65000,
1526284506.586,1526284797.952,41.75.41.114,74.125.199.189,53949,443,17,2,0,36,3563,1441,19,65535,15169,
1526284506.767,1526284803.219,23.246.7.196,72.5.190.209,443,45000,6,1,24,122635,173525014,1419,1441,2906,65535,
1526284506.807,1526284806.366,172.217.3.174,0.220.95.11,443,52907,6,1,26,476,127878,1419,1441,15169,65535,
1526284507.211,1526284807.932,41.75.34.74,149.202.66.201,54457,8107,6,2,24,4645,196992,1441,19,65535,16276,
1526284507.369,1526284801.894,0.220.95.11,52.27.69.117,41049,443,6,2,25,22,1336,1441,1420,65535,16509,
1526284507.514,1526284804.610,54.191.89.45,41.75.24.157,443,54728,6,1,24,33,7347,19,1441,16509,65535,
1526284507.554,1526284796.209,40.97.223.114,0.220.58.51,443,60483,6,1,26,25,6565,1419,1441,8075,65535,
1526284507.684,1526284806.394,0.220.95.11,172.217.3.206,42358,443,6,2,26,245,55833,1441,19,65535,15169,
1526284507.723,1526284807.264,74.125.5.25,41.75.41.4,443,64875,17,1,0,64330,88053443,1419,1441,15169,65535,
1526284508.531,1526284808.711,0.220.95.1,73.157.245.202,54830,57972,17,2,0,31801,22796266,1441,1419,65535,7922,
1526284508.532,1526284808.456,0.220.95.11,23.246.7.192,57498,443,6,2,24,61126,3271417,1441,1419,65535,2906,
1526284508.582,1526284808.564,194.224.72.252,0.220.236.193,0,8.0,1,41,0,173,10380,19,1441,3352,65535,
1526284508.589,1526284802.418,0.220.95.133,172.217.3.162,36487,443,6,2,24,51,15962,1441,19,65535,15169,
1526284508.598,1526284807.408,0.220.95.132,172.217.3.206,52403,443,17,2,0,72,21064,1441,19,65535,15169,
1526284508.618,1526284808.605,139.47.102.143,0.220.95.1,20764,8798,17,33,0,52,6812,19,1441,15704,65535,
1526284508.625,1526284806.625,41.75.57.64,107.20.245.112,62912,15152,17,2,0,288,17016,1441,1420,65535,14618,
1526284508.667,1526284799.083,54.191.86.243,0.220.86.40,443,60948,6,1,24,44,4576,19,1441,16509,65535,
1526284508.688,1526284807.687,64.28.122.110,0.220.42.62,0,8.0,1,57,0,216,11664,19,1441,20385,65535,
1526284508.692,1526284803.715,111.206.220.14,184.171.106.7,0,8.0,1,40,0,41,1968,19,1441,4808,65000,
1526284508.694,1526284806.311,0.220.95.132,208.64.201.169,58357,27018,17,2,0,29,3104,1441,19,65535,32590,
1526284508.702,1526284808.703,0.220.15.10,54.202.63.209,49713,443,6,2,24,51,3741,1441,1420,65000,16509,
1526284508.726,1526284804.218,0.220.95.11,23.246.7.192,56747,443,6,2,26,18645,1010488,1441,1419,65535,2906,
1526284508.737,1526284808.660,23.246.7.192,0.220.95.11,443,57498,6,1,26,174904,260635967,1419,1441,2906,65535,
1526284508.820,1526284807.726,172.217.3.206,0.220.95.132,443,52403,17,1,0,87,8848,1419,1441,15169,65535,
1526284508.928,1526284808.937,0.220.54.244,54.244.35.125,54984,443,6,2,24,53,4175,1441,1420,65535,16509,
1526284508.941,1526284808.710,74.125.5.140,0.220.95.132,443,58230,17,1,0,3720,5073831,1419,1441,15169,65535,
1526284509.108,1526284803.190,f9fc:a7b:d1ea:3ffe:8ff1:963a:87b4:3e27,2607:f8b0:400e:c00::bd,61255,443,6,2,24,144,19309,1441,19,65535,0,
1526284509.117,1526284809.544,0.220.95.0,203.205.128.103,64040,8080,6,2,16,80,3200,1441,1419,65535,132203,
1526284509.532,1526284809.430,31.13.70.3,0.220.95.11,443,3256,6,1,26,114,10945,1419,1441,32934,65535,
1526284509.713,1526284808.767,41.75.48.234,162.254.195.46,60276,27019,17,2,0,37,3888,1441,19,65535,32590,
1526284509.737,1526284786.882,0.220.54.108,13.107.6.168,59914,443,6,2,24,53,4959,1441,1420,65535,8068,
1526284509.805,1526284809.367,0.220.95.11,31.13.70.3,3256,443,6,2,24,117,8758,1441,1419,65535,32934,
1526284509.822,1526284809.924,34.235.8.51,0.220.65.0,58906,8000,6,1,16,3909,203268,1419,1441,14618,65000,
1526284509.892,1526284799.454,52.94.224.232,72.5.190.53,443,30096,6,1,26,100,27519,1419,1441,16509,65535,
1526284510.105,1526284803.023,0.220.95.1,110.87.14.250,8798,37892,17,2,0,61,4169,1441,1419,65535,4134,
1526284510.208,1526284810.140,162.57.254.250,0.220.13.214,443,49888,17,41,0,347,86307,19,1441,64226,65535,
1526284510.263,1526284803.910,41.75.122.57,54.174.55.67,993,14370,6,2,24,49,3813,1441,1420,65000,14618,
1526284510.372,1526284810.946,41.75.35.59,27.34.105.20,39888,6418,17,2,0,21849,19013585,1441,19,65535,17501,
1526284510.397,1526284810.487,128.223.32.35,168.123.250.57,53,33114,17,0,0,344,18232,1441,1420,65535,395400,
1526284510.406,1526284808.789,0.220.95.1,74.125.199.189,37824,443,17,2,0,39,4484,1441,19,65535,15169,
1526284510.429,1526284810.898,0.220.236.193,203.181.248.168,179,54086,6,2,24,150,6019,1441,1420,65535,7660,
1526284510.510,1526284807.916,47.89.248.210,0.220.95.133,12603,64410,6,41,24,165,61800,19,1441,45102,65535,
1526284510.591,1526284810.747,74.125.199.189,0.220.95.132,443,62903,17,1,0,120,13181,1419,1441,15169,65535,
1526284510.727,1526284810.718,158.85.151.106,0.220.95.132,5090,47631,17,17,0,35,17310,1419,1441,36351,65535,
1526284510.772,1526284810.957,72.5.190.209,23.246.7.196,45000,443,6,2,24,15021,836934,1441,1419,65535,2906,
1526284510.827,1526284804.823,208.85.40.50,0.220.229.220,443,57869,6,1,24,30,3840,1419,1441,40428,65535,
1526284510.833,1526284810.822,0.220.95.0,34.225.107.246,4774,443,6,2,24,44,4510,1441,1420,65535,14618,
1526284510.887,1526284801.017,0.220.95.0,52.38.206.131,18406,443,6,2,24,54,4257,1441,1420,65535,16509,
1526284511.255,1526284802.975,41.75.43.85,40.90.10.180,51062,443,6,2,16,27,1080,1441,1420,65535,8075,
1526284511.255,1526284811.866,41.75.56.66,184.55.196.245,9306,9306,17,2,0,2467,282968,1441,1419,65535,10796,
1526284511.257,1526284811.944,41.75.39.144,70.171.106.20,43058,65111,17,2,0,2954,770128,1441,1419,65535,22773,
1526284511.314,1526284807.504,f9fc:a7b:d1ea:3ffe:165d:9a86:bef0:466d,2607:f8b0:400e:c03::bd,60411,443,17,2,0,72,14174,1441,19,65535,0,
1526284511.328,1526284811.500,196.10.53.8,0.220.236.149,53215,514,17,33,0,92,13300,19,1441,37474,65535,
1526284511.386,1526284811.611,188.65.126.11,0.220.95.11,443,2613,6,41,24,5982,8936640,19,1441,41690,65535,
1526284511.430,1526284803.139,59.111.179.142,0.220.17.125,80,50527,6,1,26,43,11044,1419,1441,45062,65535,
1526284511.467,1526284800.884,2607:f8b0:400e:c02::bd,fff9:3514:43e0:3ff3:e6b8:d7b:626a:6a2c,443,65332,17,1,0,27,2450,1419,1441,0,65535,
1526284511.516,1526284803.223,59.111.179.142,0.220.17.125,443,50534,6,1,26,51,10870,1419,1441,45062,65535,
1526284511.536,1526284811.596,34.216.187.100,0.220.227.61,443,54846,6,1,24,43,4429,19,1441,16509,65535,
1526284511.596,1526284811.861,40.90.10.180,0.220.95.11,443,42930,6,1,24,31,3875,1419,1441,8075,65535,
1526284511.671,1526284793.093,2620:106:e003:f00e::63,f9fc:a7b:d163:fc7d:c93f:1e7a:eda4:f07c,443,52131,6,1,24,46,4575,19,1441,0,65535,
1526284511.781,1526284807.684,110.81.237.24,0.220.95.1,16352,8798,17,1,0,85,6349,1419,1441,4134,65535,
1526284511.841,1526284802.128,41.75.43.188,54.218.40.168,56862,443,6,2,24,45,4065,1441,1420,65535,16509,
1526284512.009,1526284800.051,2607:f8b0:400a:807::200e,fff9:3514:43e0:3f0a:c7e2:bd84:40bb:7659,443,60670,17,1,0,154,63194,1419,1441,0,65535,
1526284512.159,1526284801.334,74.125.199.189,0.220.95.132,443,57794,17,1,0,65,6839,1419,1441,15169,65535,
1526284512.262,1526284812.262,203.175.175.15,0.220.236.142,2692,179,6,193,24,123,117287,19,1441,24482,65535,
1526284512.263,1526284806.911,41.75.61.107,72.165.61.175,55959,27017,17,2,0,27,2992,1441,19,65535,209,
1526284512.271,1526284812.346,0.220.198.241,216.48.80.12,4150,52250,6,2,24,26,1792,1441,1420,65000,25826,
1526284512.348,1526284811.770,119.108.137.134,0.220.95.0,8740,37726,6,41,24,238,10945,19,1441,4837,65535,
1526284512.443,1526284811.546,54.197.52.22,0.220.95.11,443,4075,6,1,26,53,18027,1419,1441,14618,65535,
1526284512.604,1526284812.935,0.220.95.11,23.246.6.194,4150,443,6,2,26,6084,358145,1441,1419,65535,2906,
1526284512.657,1526284805.747,41.75.34.104,74.125.199.189,59945,443,17,2,0,32,2461,1441,19,65535,15169,
1526284512.681,1526284808.161,41.75.35.110,34.213.77.120,59223,443,6,2,24,87,7060,1441,1420,65535,16509,
1526284512.812,1526284793.051,114.113.217.71,41.75.42.66,1119,58103,6,1,24,18,1119,1419,1441,18243,65535,
1526284512.815,1526284812.843,41.75.43.144,54.148.255.52,63711,443,6,2,24,48,4221,1441,1420,65535,16509,
1526284512.847,1526284803.424,40.90.10.180,41.75.46.160,443,52265,6,1,24,44,8839,1419,1441,8075,65535,
1526284512.889,1526284812.470,74.125.197.189,0.220.95.1,443,63610,17,1,0,95,8456,1419,1441,15169,65535,
1526284513.188,1526284813.581,173.194.203.189,0.220.95.132,443,50780,17,1,0,28,1884,1419,1441,15169,65535,
1526284513.282,1526284813.786,fff9:3514:43e0:3faf:16:5ffc:7120:d38f,2402:1b80::1,56377,179,6,2,24,343,24877,1441,1419,65535,0,
1526284513.317,1526284813.353,204.8.155.226,0.220.198.237,4150,49609,6,33,24,18,1256,19,1441,111,65000,
1526284513.491,1526284812.954,41.75.48.77,45.34.3.50,54368,443,6,2,24,154,11339,1441,1419,65535,40676,
1526284513.620,1526284805.758,2607:f8b0:400e:c03::bd,f9fc:a7b:d1f5:fc02:f9b9:927f:4138:f80f,443,57746,17,1,0,27,2707,1419,1441,0,65535,
1526284513.713,1526284809.543,f9fc:a7b:d200:fc7c:e6c2:b3bb:962b:7213,2607:f8b0:400a:804::200e,59274,443,6,2,24,83,10747,1441,19,65535,0,
1526284513.719,1526284800.123,0.220.95.132,173.194.202.189,62204,443,17,2,0,49,6946,1441,19,65535,15169,
1526284513.739,1526284813.933,23.246.6.199,0.220.95.133,443,1461,6,1,24,86258,129222722,1419,1441,2906,65535,
1526284513.806,1526284813.027,52.223.241.1,41.75.46.43,443,53569,6,1,24,626,817446,19,1441,46489,65535,
1526284514.251,1526284814.763,41.75.47.96,159.153.59.204,57344,10329,6,2,24,27,1665,1441,19,65535,57052,
1526284514.256,1526284814.963,0.220.246.213,166.154.119.174,56447,8005,6,2,16,29724,1188960,1441,19,65535,6167,
1526284514.266,1526284793.749,41.75.35.215,61.240.143.156,40787,80,6,2,24,1452,105886,1441,19,65535,4837,
1526284514.279,1526284814.953,149.202.66.201,41.75.34.74,8107,54457,6,41,24,4283,2098262,19,1441,16276,65535,
1526284514.352,1526284810.724,218.106.96.170,0.220.95.1,8905,8798,17,41,0,73,7520,19,1441,4837,65535,
1526284514.473,1526284796.571,4.53.200.1,0.220.198.238,0,11.0,1,33,0,307,17192,19,1441,3356,65000,
1526284514.560,1526284810.233,74.125.28.189,72.5.190.53,443,65014,17,1,0,57,7306,1419,1441,15169,65535,
1526284514.569,1526284807.731,0.220.214.147,194.12.144.41,548,52472,6,2,24,968,61229,1441,1420,65000,513,
1526284514.620,1526284814.927,0.220.236.193,37.139.139.0,53156,179,6,2,24,529,21331,1441,19,65535,57866,
1526284514.624,1526284812.450,74.125.197.189,41.75.75.42,443,57791,17,1,0,58,4294,1419,1441,15169,65535,
1526284514.669,1526284805.062,41.75.34.90,54.200.28.68,64800,443,6,2,24,43,3754,1441,1420,65535,16509,
1526284514.684,1526284813.097,0.220.95.133,5.79.66.75,41411,443,6,2,26,284,35184,1441,1419,65535,60781,
1526284514.766,1526284807.832,52.21.135.234,0.220.95.133,443,63950,6,1,24,21,3138,1419,1441,14618,65535,
1526284514.790,1526284814.975,23.246.6.195,41.75.35.233,443,26677,6,1,24,67045,100320394,1419,1441,2906,65535,
1526284514.853,1526284808.888,72.5.190.53,216.239.36.126,56660,443,6,2,24,101,8990,1441,19,65535,15169,
1526284515.002,1526284808.106,209.107.207.77,41.75.41.176,80,62182,6,1,24,39819,59688606,1419,1441,26769,65535,
1526284515.072,1526284812.133,40.90.10.180,41.75.40.158,443,53339,6,1,24,36,6692,1419,1441,8075,65535,
1526284515.245,1526284782.148,0.220.95.11,31.13.70.52,38760,443,6,2,24,4679,323416,1441,1419,65535,32934,
1526284515.255,1526284801.681,0.220.231.70,216.58.217.37,54907,443,6,2,24,37,14560,1441,19,65535,15169,
1526284515.307,1526284811.006,216.58.217.36,0.220.13.217,0,0.0,1,1,0,60,3600,1419,1441,15169,65535,
1526284515.316,1526284804.832,2607:f8b0:400e:c03::bd,fff9:3514:43e0:3f9b:6161:2910:f31:bcc7,443,52235,17,1,0,41,3882,1419,1441,0,65000,
1526284515.342,1526284815.486,77.79.249.54,0.220.95.132,5001,63520,17,41,0,504,21110,19,1441,202081,65535,
1526284515.344,1526284815.503,0.220.95.132,77.79.249.54,63520,5001,17,2,0,547,24474,1441,19,65535,202081,
1526284515.351,1526284815.400,0.220.95.133,23.246.6.194,16052,443,6,2,24,18237,1023320,1441,1419,65535,2906,
1526284515.370,1526284814.533,f9fc:a7b:d1e7:fc01:9fd7:a932:339:1ebc,2607:f8b0:400e:c02::bd,51420,443,17,2,0,50,6787,1441,19,65535,0,
1526284515.522,1526284812.328,41.75.24.235,8.250.201.248,49335,443,6,2,24,36722,1491937,1441,19,65535,3356,
1526284515.586,1526284813.136,0.220.93.17,216.58.217.36,0,8.0,1,2,0,46,2760,1441,19,65000,15169,
1526284515.705,1526284802.904,17.167.142.29,0.220.95.133,443,37683,6,1,24,78,15659,1419,1441,714,65535,
1526284515.732,1526284815.172,206.24.210.80,0.220.236.204,56976,179,6,33,24,399,45560,19,1441,3561,65535,
1526284515.771,1526284810.356,0.220.95.133,35.201.121.164,51381,443,6,2,26,70,11947,1441,19,65535,15169,
1526284516.144,1526284812.928,173.194.202.189,0.220.26.39,443,59086,6,1,24,43,5165,1419,1441,15169,65535,
1526284516.274,1526284816.239,0.220.95.132,216.58.193.78,63757,443,17,2,0,195,70217,1441,19,65535,15169,
1526284516.309,1526284813.351,192.0.78.23,0.220.95.0,443,61320,6,1,24,15,860,19,1441,2635,65535,
1526284516.315,1526284815.940,f9fc:a7b:d1de:202:21ce:a586:66cb:53a2,2607:f8b0:400e:c06::64,58589,443,17,2,0,61,28841,1441,19,65535,0,
1526284516.321,1526284816.782,202.241.98.125,0.220.100.247,51933,639,6,195,24,841,33652,1441,1441,65535,0,
1526284516.328,1526284816.789,202.241.98.125,0.220.100.245,57054,639,6,195,24,845,33815,1441,0,65535,0,
1526284516.429,1526284813.620,41.75.48.144,151.101.54.49,61021,443,6,2,24,252,15275,1441,19,65535,54113,
1526284516.544,1526284816.793,154.11.12.212,0.220.236.192,179,59904,6,5,24,469,87569,1419,1441,852,65535,
1526284516.913,1526284797.447,23.16.75.18,0.220.159.106,58189,30304,6,1,24,30,6390,1419,1441,852,65535,
1526284517.154,1526284816.849,8.8.8.8,0.220.176.68,0,0.0,1,1,0,298,25032,1419,1441,15169,65535,
1526284517.225,1526284817.720,12.0.1.63,0.220.236.193,179,54632,6,33,24,390,67307,19,1441,7018,65535,
1526284517.237,1526284815.202,184.171.106.7,73.11.18.187,0,3.10,1,192,0,62,4960,1441,1419,65000,7922,
1526284517.238,1526284817.959,41.75.35.233,23.246.6.195,26678,443,6,2,24,38587,2096360,1441,1419,65535,2906,
1526284517.240,1526284817.946,41.75.35.233,23.246.6.195,26679,443,6,2,24,37817,2052744,1441,1419,65535,2906,
1526284517.266,1526284817.371,203.205.146.24,41.75.24.117,32866,41362,17,1,0,4821,1080987,1419,1441,132203,65535,
1526284517.276,1526284816.940,47.89.248.210,0.220.95.11,12601,16906,6,41,24,525,229001,19,1441,45102,65535,
1526284517.286,1526284817.574,54.218.40.128,41.75.43.180,443,57186,6,1,24,26,3146,19,1441,16509,65535,
1526284517.320,1526284815.494,0.220.95.0,203.205.146.24,9807,32108,6,2,24,158,12752,1441,1419,65535,132203,
1526284517.340,1526284817.929,0.220.95.133,23.246.6.199,1461,443,6,2,24,17475,738384,1441,1419,65535,2906,
1526284517.366,1526284814.334,0.220.95.11,216.66.6.170,16384,443,6,2,24,115,7700,1441,19,65535,395332,
1526284517.587,1526284803.692,41.75.96.181,13.107.6.168,53646,443,6,2,24,54,5695,1441,1420,65535,8068,
1526284517.681,1526284782.094,41.75.55.149,54.70.253.123,54812,443,6,2,24,45,1907,1441,1420,65535,16509,
